Description,Price/Unit,Unit,Price/Measure,Measure
Sainsbury's Ultra Balm 3 Ply Tissues Twin Pack x80 Sheets,2.75,unit,1.72,100sht
"Sainsbury's Washing Up Liquid, Lemon 740ml",80p,unit,1.08,ltr
Fairy Platinum Quickwash Original Washing Up Liquid 383ml,1.50,unit,3.92,ltr
"Cif Floor Cleaner, Ocean 950ml",1.50,unit,1.58,ltr
Sainsbury's Tall Kitchen Bin Bags 30L x20,2.50,unit,13p,ea
"Marigold Kitchen Gloves, Medium",2.50,unit,2.50,ea
Sainsbury's Rinse Aid Lemon 400ml,1.75,unit,4.38,ltr
"Sainsbury's Toilet Cleaner, Aqua 750ml",65p,unit,87p,ltr
Kleenex Extra Large Compact Tissues 4 Pack,4.00,unit,2.27,100sht
Harpic White & Shine Toilet Bleach 750ml,1.25,unit,1.67,ltr
"Sainsbury's Food & Freezer Bags, Medium Reseal 30x26cm x20",2.00,unit,10p,ea
Flash Cleaning Wipes Blossom Antibacterial x48,1.80,unit,4p,wipe
Sainsbury's Super Absorbent Kitchen Towels x2,2.00,unit,1.00,100sht
Fairy Antibacterial Washing Up Liquid Eucalyptus 625ml,1.50,unit,2.40,ltr
Andrex Classic Clean Moist Toilet Tissue 3 Pack,4.00,unit,3p,wipe
Sainsbury's Dishwasher Salt Granules 1kg,1.50,unit,1.50,kg
"Sainsbury's Washing Up Liquid, Antibacterial Lime & Olive 450ml",80p,unit,1.78,ltr
"Sainsbury's Super Soft Toilet Tissues, Recycled x9 Rolls",3.00,unit,15p,100sht
Sainsbury's Heavy Duty Tie Handle Garden Sacks x10,2.00,unit,20p,ea
Sainsbury's Drawstring Refuse Sacks x20,2.25,unit,11p,ea
Zoflora Concentrated Disinfectant & Odour Neutraliser 120ml (Type Varies),1.30,unit,10.83,ltr
Sainsbury's Extra Strong Foil 10mx300mm,1.50,unit,15p,mtr
Sainsbury's Firelighters x32,2.50,unit,8p,ea
"Sainsbury's Food & Freezer Bags, Large Tie Handle 43x17cm x20",1.20,unit,6p,ea
Sainsbury's Super Absorbent Kitchen Towels x4,3.50,unit,88p,100sht
Cif Power & Shine Bathroom Spray 700ml,3.00,unit,4.29,ltr
Sainsbury's Tie Top Refuse Sacks x40,4.00,unit,10p,ea
Comfort Fabric Conditioner Blue Skies 3L (85 Washes),3.75,unit,1.25,ltr
"Sainsbury's Mansize Facial Tissues, 3 Ply 2x66 Sheets",2.50,unit,1.89,100sht
Sainsbury's Tie Handle Pedal Bin Bags x40,2.10,unit,5p,ea
Harpic Limescale Remover Original Toilet Cleaner 750ml,1.90,unit,2.53,ltr
Sainsbury's Super Soft Facial Tissues x2,2.00,unit,1.11,100sht
Sainsbury's All Purpose Cloths x25,2.00,unit,8p,ea
Finish Dishwasher Cleaner Lemon Scent 250ml,4.00,unit,16.00,ltr
Dettol Laundry Sanitiser Antibacterial Liquid Additive Fresh Cotton 1.5L,4.50,unit,3.00,ltr
Sainsbury's Antibacterial Floor Wipes x15,1.00,unit,7p,wipe
Sainsbury's Tie Handle Swing Bin Bags x20,1.50,unit,8p,ea
Flash Kitchen Cleaner Spray With Fairy 500ml,1.00,unit,2.00,ltr
Sainsbury's Tall Kitchen Bin Bags 50L x20,3.00,unit,15p,ea
Persil Bio Laundry Liquid Colour 1.43L,6.00,unit,4.19,ltr
Finish Dishwasher Rinse Aid 400ml,3.50,unit,8.75,ltr
Sainsbury's Antibacterial Spray 750ml,80p,unit,1.07,ltr
"Sainsbury's Super Soft Toilet Tissue, Cushioned x9 Rolls",3.75,unit,25p,100sht
"Pledge Multi-Surface Polish, Jasmine 250ml",1.35,unit,5.40,ltr
Dettol Antibacterial Disinfectant Multi Surface Cleaning Wipes x110,5.00,unit,5p,wipe
Dettol Original Liquid Antiseptic Disinfectant for Fist Aid 750ml,4.50,unit,6.00,ltr
Fairy Clean & Fresh Washing Up Liquid Apple 520ml,1.00,unit,1.92,ltr
"Sainsbury's Thick Disinfectant, Pine 1L",1.20,unit,1.20,ltr
Sainsbury's Antibacterial Total Cleaning Surface Wipes x40,1.00,unit,3p,wipe
"Sainsbury's All Purpose Cleaner, Citrus 1L",1.00,unit,1.00,ltr
Domestos Toilet Bleach Original 2L,2.50,unit,1.25,ltr
Persil Bio Laundry Liquid 1.43L,6.00,unit,4.19,ltr
"Harpic Active Toilet Cleaning Gel, Pine 750ml",1.00,unit,1.33,ltr
Fairy Original Washing Up Liquid Green with LiftAction 433ml,1.00,unit,2.31,ltr
Dettol All in One Disinfectant Antibacterial Spray Crisp Linen 400ml,3.00,unit,7.50,ltr
Fairy Platinum Quickwash Original Washing Up Liquid 625ml,1.50,unit,2.40,ltr
"Duracell Ultra Alkaline AA Batteries, pack of 4",5.00,unit,1.25,batt
Domestos Power 5 Lime Rim Block 55g,1.00,unit,1.00,ea
Sainsbury's Large Tie Handle Refuse Sacks x20,4.00,unit,20p,ea
Sainsbury's Recycled Tie Top Pedal Bin Bags x40,2.10,unit,5p,ea
Domestos Multipurpose Bleach Spray 750ml,1.75,unit,2.50,ltr
"Sainsbury's Food Bags, Small Tie Handle 22x11cm x60",1.80,unit,3p,ea
"Duracell Plus Alkaline AAA Batteries, pack of 8",7.00,unit,88p,batt
Sainsbury's Kerbside Caddy Liners x10,3.00,unit,30p,ea
Sainsbury's Super-Strong Supersized Antibacterial Multi-Surface Wipes x20,1.50,unit,8p,wipe
"Sainsbury's All Purpose Cleaner, Cotton 1L",1.00,unit,1.00,ltr
Sainsbury's Waste Basket Bags x40,1.80,unit,5p,ea
Tiger Tim Firelog,2.20,unit,2.20,ea
Sainsbury's Ultra Absorbent Kitchen Towel 3 Rolls,3.50,unit,1.17,100sht
Sainsbury's Foil Containers & Lids x10,2.00,unit,20p,ea
Sainsbury's Super Soft Tissues 1x90 Sheets,1.10,unit,1.22,100sht
"Duracell Ultra Alkaline AA Batteries, pack of 8",6.00,unit,75p,batt
Tiger Tim Firelighters x18,3.00,unit,17p,ea
Sainsbury's Tie Top Swing Bin Bags x20,1.50,unit,8p,ea
"Duracell Plus Alkaline AA Batteries, pack of 4",4.00,unit,1.00,batt
"Sainsbury's Recycling Collection Bags, Flat Tops x20",2.20,unit,11p,ea
"Sainsbury's Super Soft Toilet Tissue, Cushioned x4 Rolls",1.90,unit,28p,100sht
"Duracell Plus Alkaline AAA Batteries, pack of 12",7.00,unit,7.00,unit
Sainsbury's Wheelie Bin Liner x10,2.70,unit,27p,ea
Sainsbury's Super Absorbent Decorated Kitchen Towel 2 Rolls,2.00,unit,1.00,100sht
Raid Fly & Wasp Killer 300ml,3.00,unit,10.00,ltr
Mr Muscle Shower Shine Cleaner Advanced Power 750ml,1.50,unit,2.00,ltr
Brita Maxtra+ 3pk Cartridges,17.00,unit,17.00,ea
"Duracell Plus Alkaline AA Batteries, pack of 8",7.00,unit,88p,batt
Sainsbury's Ultra Absorbent Kitchen Towel 2 Rolls,2.50,unit,1.25,100sht
Flash Cleaning Wipes Blossom Antibacterial x120,2.80,unit,2p,wipe
"Duracell Ultra Alkaline AAA Batteries, pack of 4",5.00,unit,1.25,batt
"Duracell Plus Alkaline AAA Batteries, pack of 4",4.00,unit,1.00,batt
Fairy Original Lemon Washing Up Liquid Green with LiftAction 433ml,1.00,unit,2.31,ltr
Surf Tropical Lily Duo Capsules x18 485g,4.50,unit,9.83,kg
Sainsbury's Tie Top Large Refuse Sacks x20,4.00,unit,20p,ea
House 247 Kitchen Towel x1,99p,unit,41p,100sht
Mr Muscle Window and Glass Cleaner Advance Power 750ml,1.50,unit,2.00,ltr
Sainsbury's 20 Large Drawstring Refuse Sacks,4.00,unit,20p,ea
Mr Sheen Leather Wipes x30,2.50,unit,8p,wipe
"Duracell Specialty 2032 Lithium Coin Battery 3V, pack of 2",5.00,unit,2.50,batt
Dettol Antibacterial Disinfectant Surface Cleaning Spray Refill 1.2L,3.00,unit,2.50,ltr
Sainsbury's Scented Waste Basket Bags x25,1.50,unit,6p,ea
Finish All in 1 Max Dishwasher Tablets x30,5.00,unit,17p,ea
Plenty Decorated Kitchen Roll x2,3.00,unit,1.50,100sht
House 247 Superior Toilet Tissue 3 Ply 18 Rolls,4.50,unit,16p,100sht
Flash Multi Purpose Cleaning Spray Lemon 469ml,1.00,unit,2.13,ltr
Sainsbury's Ultra Absorbent Decorated Kitchen Towel 2 Rolls,2.50,unit,1.25,100sht
"Duracell Ultra Alkaline AAA Batteries, pack of 8",6.00,unit,75p,batt
Sainsbury's Antiseptic Disinfectant 500ml,1.50,unit,3.00,ltr
"Sainsbury's Super Soft Toilet Tissue, Pure White x24 Rolls",7.50,unit,14p,100sht
"Raid Fly, Wasp & Mosquito Killer 300ml",3.00,unit,10.00,ltr
Cricket Firepower Lighter,3.30,unit,3.30,ea
House 247 Refuse Sacks x40,95p,unit,2p,ea
Fairy Platinum Plus Dishwasher Tabs Lemon x55,10.00,unit,18p,ea
House 247 Pedal Bin Liners x80,80p,unit,1p,ea
Dettol Power & Pure Antibacterial Disinfectant Kitchen Cleaning Spray 750ml,2.50,unit,3.33,ltr
House 247 Swing Bin Liners x40,70p,unit,2p,ea
Fairy Platinum Quickwash Original Washing Up Liquid 1050ml,3.00,unit,2.86,ltr
"Duracell Plus 9V Alkaline Batteries, pack of 2",6.50,unit,3.25,ea
Dettol Antibacterial Disinfectant Cleaning Citrus Zest Wipes x70,3.50,unit,5p,ea
"Kiwi Instant Shoe Wax Shine, Black 75ml",2.75,unit,36.67,ltr
Flash Cleaning Wipes Lemon Antibacterial x120,2.80,unit,2p,wipe
"Duracell Plus Alkaline C Batteries, pack of 2",4.00,unit,2.00,batt
Brita Maxtra+ 6pk Water Filter Cartridges,32.00,unit,32.00,ea
"Kiwi Parade Gloss Leather Paste Polish, Black 50ml",2.10,unit,42.00,ltr
Energizer Max Plus AA Batteries 10-Pack,8.50,unit,85p,batt
"Kiwi Shoe Polish, Black 50ml",1.10,unit,1.10,ea
Dettol Antibacterial Disinfectant Multi Surface Spray Lemon & Lime 1L,1.50,unit,1.50,ltr
Poppell Lighter x3,1.75,unit,58p,ea
Sainsbury's Mighty Multi-Use Towel 2 Rolls,2.50,unit,1.79,100sht
"Duracell Plus Alkaline D Batteries, pack of 2",4.00,unit,2.00,batt
"Duracell Ultra Alkaline AA Batteries, pack of 12",12.00,unit,1.00,unit
"Kiwi Express Shoe Shine, Black",2.60,unit,2.60,ea
BRITA Maxtra+ Water Filter Cartridge Single,6.50,unit,6.50,ea
"Duracell Plus 9V Alkaline Batteries, pack of 1",4.00,unit,4.00,batt
Energizer Max AA x12,5.00,unit,42p,batt
Raid Ant & Cockroach Killer 300ml,3.00,unit,10.00,ltr
Tiger Tim Wood Wool Firelighters 400g,3.00,unit,3.00,ea
Sainsbury's Home AA Batteries 4 pk,3.00,unit,75p,unit
"Duracell Plus Alkaline AA Batteries, pack of 24",17.00,unit,71p,batt
Sainsbury's Seasonal Super Absorbent Kitchen Towels x2,2.00,unit,1.00,100sht
"Duracell Plus Alkaline C Batteries, pack of 6",10.00,unit,1.67,batt
"Duracell Plus Alkaline AAA Batteries, pack of 16",11.00,unit,69p,batt
Nicky Multi Cloth Paper Towel 2 Rolls,2.20,unit,2.20,100sht
Sainsbury's Home Extra Long Life AAA4 Alk Batteries,3.00,unit,75p,unit
"Raid Moth Killing Paper, Floral Scent",3.20,unit,106.67,kg
Brabantia Bin Liners H (50-60 L) x10,4.00,unit,40p,ea
Energizer Max Plus AAA Batteries 10-Pack,8.50,unit,85p,batt
Sainsbury's HomeAA Batteries 12 PK,6.00,unit,50p,unit
Dettol Big & Strong Antibacterial Bathroom Cleaning Wipes x25,2.50,unit,10p,ea
Sainsbury's Home Extra Long Life C Battery x2,3.00,unit,1.50,unit
Energizer Max AAA x12,5.00,unit,42p,batt
Sainsbury's DIY Sacks x10,3.00,unit,30p,ea
"Kiwi Parade Gloss Leather Paste Polish, Dark Tan 50ml",2.10,unit,42.00,ltr
Sainsbury's Home Extra Long Life 9V2 Alk Batteries,4.50,unit,2.25,unit
"Duracell Specialty 2032 Lithium Coin Battery 3V, pack of 4",8.00,unit,2.00,unit
Raid Ant Powder 250g,3.00,unit,12.00,kg
"Duracell Specialty LR44 Alkaline Button Battery 1,5V, pack of 2",5.00,unit,2.50,batt
HOME LED Standard 60w BC x2,5.00,unit,5.00,ea
"Kiwi Parade Gloss Leather Paste Polish, Mid-Tan 50ml",2.10,unit,42.00,ltr
"Duracell Specialty 2025 Lithium Coin Battery 3V, pack of 2",5.00,unit,2.50,batt
Dettol Big & Strong Antibacterial Kitchen Cleaning Wipes x25,2.50,unit,10p,wipe
"Duracell Plus Alkaline D Batteries, pack of 6",10.00,unit,1.67,batt
Kiwi Rain & Stain Protector 200ml,3.70,unit,18.50,ltr
Brita Marella Cool Blue,16.00,unit,16.00,ea
"Kiwi Shoe Laces, Black Cord 75cm",1.50,unit,1.50,ea
Energizer Max AA x8,6.00,unit,75p,batt
Kiwi Deofresh Shoe Freshener,3.85,unit,3.85,ea
Brita Marella Maxtra XL White Water Filter 3.5L,20.00,unit,20.00,ea
Sainsbury's Home Extra Long Life D Alk Battery x2,3.00,unit,1.50,unit
"Kiwi Shoe Laces, Black 60cm",1.50,unit,1.50,ea
"Duracell Rechargeable AAA 900mAh Batteries, pack of 4",14.00,unit,3.50,batt
Brita Classic 3 Pack Cartridges,14.00,unit,14.00,ea
Sainsbury's Home Extra Long Life AAA8 pack,4.50,unit,56p,unit
"Duracell Rechargeable AA 2500mAh batteries, pack of 4",14.00,unit,3.50,batt
"Duracell Plus 9V Alkaline Batteries, pack of 4",10.50,unit,2.63,batt
"Duracell Specialty LR44 Alkaline Button Battery 1,5V, pack of 4",8.00,unit,2.00,unit
"Energizer Rechargeable Battery, 2300MAH AA 4 x4",13.00,unit,3.25,batt
"Kiwi Instant Wax Liquid, Brown 75ml",2.60,unit,2.60,ea
Kiwi Natural Bristle Polishing Brush,2.20,unit,2.20,ea
Sainsbury's Home Extra Long Life AA8 Batteries,4.50,unit,56p,unit
"Kiwi Express Shoe Shine, Neutral",2.60,unit,2.60,ea
"Duracell Specialty N Alkaline Battery 1,5V, pack of 2 (LR1)",5.00,unit,2.50,unit
"Duracell Ultra Alkaline AAA Batteries, pack of 12",12.00,unit,1.00,batt
Sainsbury's Home Bulb Oven Bulb 15W SES,2.00,unit,2.00,ea
HOME LED GU10 35W x2,4.00,unit,4.00,ea
HOME LED Mini Globe 40w SES x2,5.00,unit,5.00,ea
"Kiwi Instant Wax Liquid, Neutral 75ml",2.60,unit,2.60,ea
"Energizer Rechargeable Battery, 800 AAA x4",13.00,unit,3.25,batt
Energizer Max Plus AA Batteries 4-Pack,4.75,unit,1.19,batt
Kiwi Suede & Nubuck Foam Cleaner 200ml,3.50,unit,3.50,ea
"Kiwi Shoe Laces, Brown 75cm",1.50,unit,1.50,ea
"Kiwi Shoe Laces, Black 140cm",1.80,unit,1.80,ea
Energizer Max AA x4,3.75,unit,94p,batt
"Duracell Rechargeable AAA 750mAh Batteries, pack of 4",10.00,unit,2.50,batt
Energizer Max AAA x4,3.75,unit,94p,batt
"Duracell Rechargeable AA 1300mAh Batteries, pack of 4",10.00,unit,2.50,batt
"Duracell Battery Charger - Charges in 4 hours, with 2 AA and 2 AAA Batteries",15.00,unit,15.00,unit
"Duracell Specialty Alkaline MN21 Battery 12V, pack of 2 (A23)",5.00,unit,2.50,batt
"Kiwi Shoe Brush, Suede & Nubuck",3.10,unit,3.10,ea
HOME LED Frosted Candle 25W SES x2,5.00,unit,5.00,ea
Energizer Max AAA x8,6.00,unit,75p,batt
Kiwi Smiling Feet Foot Fresheners Insoles Size 6-7,4.00,unit,4.00,ea
"Duracell Hearing Aid Batteries Size 13, pack of 6",5.00,unit,83p,unit
Sainsbury's Home Bulb Fridge Bulb 15W SES,2.00,unit,2.00,ea
Kiwi Neutral Parade Gloss,2.10,unit,2.10,ea
Brita Elemaris Xl Black,30.00,unit,30.00,ea
Sainsbury's Home Bulb LED Filament Standard BC 60w x2,5.00,unit,5.00,ea
"Duracell Specialty 2016 Lithium Coin Batteries 3V, pack of 2",5.00,unit,2.50,batt
Sainsbury's Home Bulb LED Filament Standard ES 60w x2,5.00,unit,5.00,ea
"Energizer Alkaline Power, AAA x16",10.50,unit,66p,unit
Sainsbury's Home Extra Long Life 9V 1 PK,3.00,unit,3.00,unit
"Kiwi Flat Shoe Laces, Black 180cm",1.80,unit,1.80,ea
"Duracell Hearing Aid Batteries Size 312, pack of 6",5.00,unit,83p,unit
Sainsbury's Home LED Standard 60w ES 2 Pack,5.00,unit,5.00,ea
"Kiwi Flat Shoe Laces, White 110cm",1.80,unit,1.80,ea
Kiwi Suede & Nubuck Renovator,3.50,unit,3.50,ea
Kiwi Sport Whitener 75ml,2.60,unit,34.67,ltr
HOME LED Standard 75w BC x2,5.00,unit,5.00,ea
Energizer Power Plus AAA  700MAH AA Batteries x4,11.00,unit,2.75,unit
Kiwi Smiling Feet Invisible Gel Pads,3.80,unit,3.80,ea
Sainsbury's Home Bulb LED Filament Standard ES 40w x2,5.00,unit,5.00,ea
"Energizer Power Plus Batteries, 2000mAh AA x4",11.00,unit,2.75,batt
HOME LED Filament Globe 40W BC x2,5.00,unit,5.00,ea
HOME LED Frosted Candle 40w Dimmable SES x2,7.00,unit,7.00,ea
Masterplug Shaver Adaptor White,2.99,unit,2.99,ea
"Duracell High Power Lithium CR2 Batteries 3V, pack of 2",10.00,unit,5.00,batt
Sainsbury's Home Bulb LED GU10 50w Dimmable x4,10.00,unit,10.00,ea
Sainsbury's Home LED Spotlight R63 ES,4.00,unit,4.00,ea
Brita Fill & Go Vital Pink,15.00,unit,15.00,ea
Sainsbury's Home LED Spotlight R80 ES,4.00,unit,4.00,ea
HOME LED GU10 50w Dimmable x2,6.00,unit,6.00,ea
Brita Style Jug Grey,27.00,unit,27.00,ea
Kiwi Leather Insole,5.00,unit,2.50,ea
Energizer Maxi Charger 4xAA 2000 mAH,18.00,unit,18.00,unit
Energizer Max C x2,3.75,unit,1.88,batt
"Energizer Intelligent Pro Charger, AA x4",22.00,unit,22.00,unit
Brita Fill & Go Active  Blue,12.00,unit,12.00,ea
"Duracell High Power Lithium 123 Batteries 3V, pack of 2",10.00,unit,5.00,batt
HOME LED GU5.3 35w Dimmable x4,14.00,unit,14.00,ea
HOME LED Standard 75w ES x2,5.00,unit,5.00,ea
Brita Fill & Go Vital  Lime,15.00,unit,15.00,ea
Kiwi Sneaker Protector 200ml,3.50,unit,3.50,ea
Energizer Max 9V x2,6.00,unit,3.00,batt
RAC 120 Lumen Heavy Duty Lantern,9.99,unit,9.99,ea
Kiwi Show Passion Gel Cushion Insole x1 Pair,5.10,unit,5.10,ea
Energizer Max D x2,3.75,unit,1.88,batt
Sainsbury's Home Bulb LED GU5.3 35w Dimmable x2,8.00,unit,8.00,ea
Masterplug 13a Fused Plug White,1.99,unit,1.99,ea
Energizer Max Plus C Batteries 2-Pack,4.75,unit,2.38,batt
Brita Style Jug Blue,27.00,unit,27.00,ea
BRITA Maxtra+ Annual Pack,58.00,unit,58.00,ea
HOME LED Filament Globe 40W SESx2,5.00,unit,5.00,ea
Brita Fill & Go Active  Lime,12.00,unit,12.00,ea
Energizer Max Plus D Batteries 2-Pack,4.75,unit,2.38,batt
Kiwi Sneaker Cleaner 75ml,3.50,unit,3.50,ea
Kiwi Sneaker Deo 100ml,3.85,unit,3.85,ea
Energizer Max 9V x1,3.75,unit,3.75,batt
Kidde 5 Year Optical Smoke Alarm,12.50,unit,12.50,ea
Masterplug Dusk til Dawn LED Night Light Twin,11.00,unit,11.00,ea
Kiwi Shoe Passion Heel Cushions,4.10,unit,4.10,ea
Energizer Max Plus 9V Battery 1-Pack,4.75,unit,4.75,batt
Masterplug 6 Socket Surge Protected Extension Lead Black 1.5m,11.99,unit,11.99,ea
RAC 3w Cob Led Area Light,6.99,unit,6.99,ea
Tp-Link Re305 Ac1200 Range Extender,35.00,unit,35.00,ea
Tp-Link 600mbps Passthrough Twin Po,40.00,unit,40.00,ea
